S/N,Name,Email Address,Lesson Summary,Quiz Summary,Assignment Summary,Grade Point Average,Intermediate class Eligibility
395,644eb5f3fc13ae246d843111,0,0,0.0,64,34.89,true
396,644eb5f3fc13ae246d843112,0,0,0.0,4,35.94,true
397,644eb5f3fc13ae246d843113,0,0,0.0,11,83.64,false
398,644eb5f3fc13ae246d843114,0,0,0.0,70,53.49,true
399,644eb5f3fc13ae246d843115,0,0,0.0,37,75.67,true
400,644eb5f3fc13ae246d843116,0,0,0.0,9,64.34,true
401,644eb5f3fc13ae246d843117,0,0,0.0,51,58.8,false
402,644eb5f3fc13ae246d843118,0,0,0.0,88,26.88,false
403,644eb5f3fc13ae246d843119,0,0,0.0,95,36.9,true
404,644eb5f3fc13ae246d84311a,0,0,0.0,66,84.71,true
405,644eb5f3fc13ae246d84311b,0,0,0.0,20,97.72,false
406,644eb5f3fc13ae246d84311c,0,0,0.0,33,50.15,true
407,644eb5f3fc13ae246d84311d,0,0,0.0,16,31.89,false
408,644eb5f3fc13ae246d84311e,0,0,0.0,94,16.77,false
409,644eb5f3fc13ae246d84311f,0,0,0.0,44,15.96,false
410,644eb5f3fc13ae246d843120,0,0,0.0,42,31.45,true
411,644eb5f3fc13ae246d843121,0,0,0.0,42,72.29,true
412,644eb5f3fc13ae246d843122,0,0,0.0,26,8.64,true
413,644eb5f3fc13ae246d843123,0,0,0.0,50,61.26,true
414,644eb5f3fc13ae246d843124,0,0,0.0,94,15.19,false
415,644eb5f3fc13ae246d843125,0,0,0.0,29,11.69,true
416,644eb5f3fc13ae246d843126,0,0,0.0,65,69.74,false
417,644eb5f3fc13ae246d843127,0,0,0.0,52,20.04,false
418,644eb5f3fc13ae246d843128,0,0,0.0,83,7.71,true
419,644eb5f3fc13ae246d843129,0,0,0.0,8,60.92,true
420,644eb5f3fc13ae246d84312a,0,0,0.0,87,49.25,false
421,644eb5f3fc13ae246d84312b,0,0,0.0,53,38.63,false
422,644eb5f3fc13ae246d84312c,0,0,0.0,36,10.71,false
423,644eb5f3fc13ae246d84312d,0,0,0.0,91,14.55,true
424,644eb5f3fc13ae246d84312e,0,0,0.0,100,29.49,true
425,644eb5f3fc13ae246d84312f,0,0,0.0,74,61.76,false
426,644eb5f3fc13ae246d843130,0,0,0.0,12,31.35,true
427,644eb5f3fc13ae246d843131,0,0,0.0,60,85.3,true
428,644eb5f3fc13ae246d843132,0,0,0.0,41,17.0,true
429,644eb5f3fc13ae246d843133,0,0,0.0,67,79.31,false
430,644eb5f3fc13ae246d843134,0,0,0.0,77,20.34,true
431,644eb5f3fc13ae246d843135,0,0,0.0,45,4.64,true
432,644eb5f3fc13ae246d843136,0,0,0.0,36,31.3,false
433,644eb5f3fc13ae246d843137,0,0,0.0,22,89.0,true
434,644eb5f3fc13ae246d843138,0,0,0.0,1,57.6,true
435,644eb5f3fc13ae246d843139,0,0,0.0,70,23.33,false
436,644eb5f3fc13ae246d84313a,0,0,0.0,89,5.32,false
437,644eb5f3fc13ae246d84313b,0,0,0.0,33,7.25,true
438,644eb5f3fc13ae246d84313c,0,0,0.0,100,8.84,false
439,644eb5f3fc13ae246d84313d,0,0,0.0,97,27.07,true
440,644eb5f3fc13ae246d84313e,0,0,0.0,22,71.07,false
441,644eb5f3fc13ae246d84313f,0,0,0.0,84,65.43,true
442,644eb5f3fc13ae246d843140,0,0,0.0,47,66.76,true
443,644eb5f3fc13ae246d843141,0,0,0.0,94,9.46,false
444,644eb5f3fc13ae246d843142,0,0,0.0,25,97.66,true
445,644eb5f3fc13ae246d843143,0,0,0.0,59,10.02,false
446,644eb5f3fc13ae246d843144,0,0,0.0,7,33.24,true
447,644eb5f3fc13ae246d843145,0,0,0.0,5,80.78,false
448,644eb5f3fc13ae246d843146,0,0,0.0,26,99.56,true
449,644eb5f3fc13ae246d843147,0,0,0.0,23,61.21,false
450,644eb5f3fc13ae246d843148,0,0,0.0,52,60.74,true
451,644eb5f3fc13ae246d843149,0,0,0.0,37,75.82,false
452,644eb5f3fc13ae246d84314a,0,0,0.0,41,87.24,false
453,644eb5f3fc13ae246d84314b,0,0,0.0,96,65.61,true
454,644eb5f3fc13ae246d84314c,0,0,0.0,85,33.22,true
455,644eb5f3fc13ae246d84314d,0,0,0.0,70,73.49,true
456,644eb5f3fc13ae246d84314e,0,0,0.0,80,86.76,false
457,644eb5f3fc13ae246d84314f,0,0,0.0,25,20.6,true
458,644eb5f3fc13ae246d843150,0,0,0.0,62,64.84,true
459,644eb5f3fc13ae246d843151,0,0,0.0,32,24.13,true
460,644eb5f3fc13ae246d843152,0,0,0.0,3,37.64,true
461,644eb5f3fc13ae246d843153,0,0,0.0,79,98.75,false
462,644eb5f3fc13ae246d843154,0,0,0.0,94,88.91,false
463,644eb5f3fc13ae246d843155,0,0,0.0,4,58.36,true
464,644eb5f3fc13ae246d843156,0,0,0.0,80,42.94,true
465,644eb5f3fc13ae246d843157,0,0,0.0,14,63.65,false
466,644eb5f3fc13ae246d843158,0,0,0.0,57,67.86,true
467,644eb5f3fc13ae246d843159,0,0,0.0,21,85.51,true
468,644eb5f3fc13ae246d84315a,0,0,0.0,97,91.07,false
469,644eb5f3fc13ae246d84315b,0,0,0.0,67,19.98,true
470,644eb5f3fc13ae246d84315c,0,0,0.0,93,54.56,false
471,644eb5f3fc13ae246d84315d,0,0,0.0,0,36.58,true
472,644eb5f3fc13ae246d84315e,0,0,0.0,16,46.67,false
473,644eb5f3fc13ae246d84315f,0,0,0.0,50,73.08,false
474,644eb5f3fc13ae246d843160,0,0,0.0,18,50.08,false
475,644eb5f3fc13ae246d843161,0,0,0.0,34,57.77,false
476,644eb5f3fc13ae246d843162,0,0,0.0,41,67.63,false
477,644eb5f3fc13ae246d843163,0,0,0.0,27,96.74,false
478,644eb5f3fc13ae246d843164,0,0,0.0,88,5.98,false
479,644eb5f3fc13ae246d843165,0,0,0.0,35,62.31,true
480,644eb5f3fc13ae246d843166,0,0,0.0,65,19.95,true
481,644eb5f3fc13ae246d843167,0,0,0.0,94,31.34,true
482,644eb5f3fc13ae246d843168,0,0,0.0,48,97.02,false
483,644eb5f3fc13ae246d843169,0,0,0.0,37,99.49,true
484,644eb5f3fc13ae246d84316a,0,0,0.0,36,45.79,true
485,644eb5f3fc13ae246d84316b,0,0,0.0,86,3.31,false
486,644eb5f3fc13ae246d84316c,0,0,0.0,13,61.43,false
487,644eb5f3fc13ae246d84316d,0,0,0.0,90,74.74,false
488,644eb5f3fc13ae246d84316e,0,0,0.0,23,11.41,false
489,644eb5f3fc13ae246d84316f,0,0,0.0,36,50.37,true
490,644eb5f3fc13ae246d843170,0,0,0.0,84,17.97,false
491,644eb5f3fc13ae246d843171,0,0,0.0,59,7.35,true
492,644eb5f3fc13ae246d843172,0,0,0.0,11,35.55,true
493,644eb5f3fc13ae246d843173,0,0,0.0,50,17.38,true
494,644eb5f3fc13ae246d843174,0,0,0.0,73,76.65,false
495,644eb5f3fc13ae246d843175,0,0,0.0,58,29.7,true
496,644eb5f3fc13ae246d843176,0,0,0.0,8,63.46,false
497,644eb5f3fc13ae246d843177,0,0,0.0,36,94.75,true
498,644eb5f3fc13ae246d843178,0,0,0.0,62,39.62,true
499,644eb5f3fc13ae246d843179,0,0,0.0,56,36.39,true
500,644eb5f3fc13ae246d84317a,0,0,0.0,45,45.6,false
501,644eb5f3fc13ae246d84317b,0,0,0.0,66,32.36,false
502,644eb5f3fc13ae246d84317c,0,0,0.0,61,27.84,false
503,644eb5f3fc13ae246d84317d,0,0,0.0,10,23.42,true
504,644eb5f3fc13ae246d84317e,0,0,0.0,93,93.53,true
505,644eb5f3fc13ae246d84317f,0,0,0.0,35,63.87,true
506,644eb5f3fc13ae246d843180,0,0,0.0,46,47.0,true
507,644eb5f3fc13ae246d843181,0,0,0.0,15,67.84,false
508,644eb5f3fc13ae246d843182,0,0,0.0,95,57.34,true
509,644eb5f4fc13ae246d843183,0,0,0.0,63,37.77,false
510,644eb5f4fc13ae246d843184,0,0,0.0,62,18.23,true
511,644eb5f4fc13ae246d843185,0,0,0.0,69,99.98,false
512,644eb5f4fc13ae246d843186,0,0,0.0,99,36.39,true
513,644eb5f4fc13ae246d843187,0,0,0.0,18,67.72,false
514,644eb5f4fc13ae246d843188,0,0,0.0,40,1.75,true
515,644eb5f4fc13ae246d843189,0,0,0.0,14,89.26,true
516,644eb5f4fc13ae246d84318a,0,0,0.0,71,68.57,false
517,644eb5f4fc13ae246d84318b,0,0,0.0,94,97.91,false
518,644eb5f4fc13ae246d84318c,0,0,0.0,63,41.08,true
519,644eb5f4fc13ae246d84318d,0,0,0.0,64,18.5,false
520,644eb5f4fc13ae246d84318e,0,0,0.0,35,47.85,false
521,644eb5f4fc13ae246d84318f,0,0,0.0,62,77.35,false
522,644eb5f4fc13ae246d843190,0,0,0.0,25,65.21,true
523,644eb5f4fc13ae246d843191,0,0,0.0,42,60.89,false
524,644eb5f4fc13ae246d843192,0,0,0.0,4,51.22,true
525,644eb5f4fc13ae246d843193,0,0,0.0,51,58.51,false
526,644eb5f4fc13ae246d843194,0,0,0.0,18,63.7,false
527,644eb5f4fc13ae246d843195,0,0,0.0,70,64.99,true
528,644eb5f4fc13ae246d843196,0,0,0.0,76,41.88,true
529,644eb5f4fc13ae246d843197,0,0,0.0,36,25.86,false
530,644eb5f4fc13ae246d843198,0,0,0.0,24,66.12,false
531,644eb5f4fc13ae246d843199,0,0,0.0,61,67.41,false
532,644eb5f4fc13ae246d84319a,0,0,0.0,37,10.47,false
533,644eb5f4fc13ae246d84319b,0,0,0.0,12,15.05,true
534,644eb5f4fc13ae246d84319c,0,0,0.0,91,76.99,true
535,644eb5f4fc13ae246d84319d,0,0,0.0,100,97.03,false
536,644eb5f4fc13ae246d84319e,0,0,0.0,49,14.31,true
537,644eb5f4fc13ae246d84319f,0,0,0.0,25,55.32,true
538,644eb5f4fc13ae246d8431a0,0,0,0.0,56,81.92,false
539,644eb5f4fc13ae246d8431a1,0,0,0.0,45,33.21,true
540,644eb5f4fc13ae246d8431a2,0,0,0.0,2,56.76,true
541,644eb5f4fc13ae246d8431a3,0,0,0.0,15,70.55,false
542,644eb5f4fc13ae246d8431a4,0,0,0.0,85,13.98,true
543,644eb5f4fc13ae246d8431a5,0,0,0.0,7,99.39,false
544,644eb5f4fc13ae246d8431a6,0,0,0.0,86,59.05,true
545,644eb5f4fc13ae246d8431a7,0,0,0.0,94,19.78,false
546,644eb5f4fc13ae246d8431a8,0,0,0.0,49,60.14,true
547,644eb5f4fc13ae246d8431a9,0,0,0.0,46,89.61,false
548,644eb5f4fc13ae246d8431aa,0,0,0.0,84,7.19,true
549,644eb5f4fc13ae246d8431ab,0,0,0.0,0,51.0,false
550,644eb5f4fc13ae246d8431ac,0,0,0.0,91,82.86,true
551,644eb5f4fc13ae246d8431ad,0,0,0.0,5,62.03,false
552,644eb5f4fc13ae246d8431ae,0,0,0.0,29,99.91,false
553,644eb5f4fc13ae246d8431af,0,0,0.0,26,84.03,false
554,644eb5f4fc13ae246d8431b0,0,0,0.0,29,86.86,true
555,644eb5f4fc13ae246d8431b1,0,0,0.0,76,99.84,false
556,644eb5f4fc13ae246d8431b2,0,0,0.0,70,75.75,true
557,644eb5f4fc13ae246d8431b3,0,0,0.0,8,43.6,true
558,644eb5f4fc13ae246d8431b4,0,0,0.0,88,34.52,true
559,644eb5f4fc13ae246d8431b5,0,0,0.0,60,42.43,false
560,644eb5f4fc13ae246d8431b6,0,0,0.0,31,46.06,false
561,644eb5f4fc13ae246d8431b7,0,0,0.0,18,17.39,true
562,644eb5f4fc13ae246d8431b8,0,0,0.0,44,38.44,false
563,644eb5f4fc13ae246d8431b9,0,0,0.0,95,27.46,false
564,644eb5f4fc13ae246d8431ba,0,0,0.0,65,71.88,false
565,644eb5f4fc13ae246d8431bb,0,0,0.0,54,54.17,true
566,644eb5f4fc13ae246d8431bc,0,0,0.0,34,94.94,false
567,644eb5f4fc13ae246d8431bd,0,0,0.0,24,72.86,false
568,644eb5f4fc13ae246d8431be,0,0,0.0,78,55.03,false
569,644eb5f4fc13ae246d8431bf,0,0,0.0,84,43.98,false
570,644eb5f4fc13ae246d8431c0,0,0,0.0,44,72.49,false
571,644eb5f4fc13ae246d8431c1,0,0,0.0,55,44.43,true
572,644eb5f4fc13ae246d8431c2,0,0,0.0,20,13.55,false
573,644eb5f4fc13ae246d8431c3,0,0,0.0,24,44.56,false
574,644eb5f4fc13ae246d8431c4,0,0,0.0,29,48.49,false
575,644eb5f4fc13ae246d8431c5,0,0,0.0,81,43.06,false
576,644eb5f4fc13ae246d8431c6,0,0,0.0,67,14.03,true
577,644eb5f4fc13ae246d8431c7,0,0,0.0,92,40.2,true
578,644eb5f4fc13ae246d8431c8,0,0,0.0,55,45.37,false
579,644eb5f4fc13ae246d8431c9,0,0,0.0,41,9.09,true
580,644eb5f4fc13ae246d8431ca,0,0,0.0,65,88.47,true
581,644eb5f4fc13ae246d8431cb,0,0,0.0,26,21.17,true
582,644eb5f4fc13ae246d8431cc,0,0,0.0,38,76.07,false
583,644eb5f4fc13ae246d8431cd,0,0,0.0,5,82.63,true
584,644eb5f4fc13ae246d8431ce,0,0,0.0,87,74.59,true
585,644eb5f4fc13ae246d8431cf,0,0,0.0,21,2.91,true
586,644eb5f4fc13ae246d8431d0,0,0,0.0,47,64.05,true
587,644eb5f4fc13ae246d8431d1,0,0,0.0,15,56.37,false
588,644eb5f4fc13ae246d8431d2,0,0,0.0,95,55.56,true
589,644eb5f4fc13ae246d8431d3,0,0,0.0,53,59.23,true
590,644eb5f4fc13ae246d8431d4,0,0,0.0,61,39.15,false
591,644eb5f4fc13ae246d8431d5,0,0,0.0,40,47.1,true
592,644eb5f4fc13ae246d8431d6,0,0,0.0,89,65.51,true
593,644eb5f4fc13ae246d8431d7,0,0,0.0,71,73.0,true
594,644eb5f4fc13ae246d8431d8,0,0,0.0,17,42.2,true
595,644eb5f4fc13ae246d8431d9,0,0,0.0,48,61.83,false
596,644eb5f4fc13ae246d8431da,0,0,0.0,44,80.12,true
597,644eb5f4fc13ae246d8431db,0,0,0.0,23,11.15,true
598,644eb5f4fc13ae246d8431dc,0,0,0.0,49,99.21,false
599,644eb5f4fc13ae246d8431dd,0,0,0.0,58,88.5,false
600,644eb5f4fc13ae246d8431de,0,0,0.0,69,88.87,true
601,644eb5f4fc13ae246d8431df,0,0,0.0,7,48.08,true
602,644eb5f4fc13ae246d8431e0,0,0,0.0,47,80.66,false
603,644eb5f4fc13ae246d8431e1,0,0,0.0,81,21.93,false
604,644eb5f4fc13ae246d8431e2,0,0,0.0,46,60.4,true
605,644eb5f4fc13ae246d8431e3,0,0,0.0,33,53.34,true
606,644eb5f4fc13ae246d8431e4,0,0,0.0,90,76.75,false
607,644eb5f4fc13ae246d8431e5,0,0,0.0,69,96.58,false
608,644eb5f4fc13ae246d8431e6,0,0,0.0,67,14.76,false
609,644eb5f4fc13ae246d8431e7,0,0,0.0,83,15.32,true
610,644eb5f4fc13ae246d8431e8,0,0,0.0,14,64.11,true
611,644eb5f4fc13ae246d8431e9,0,0,0.0,34,88.64,true
612,644eb5f4fc13ae246d8431ea,0,0,0.0,45,30.81,true
613,644eb5f4fc13ae246d8431eb,0,0,0.0,23,69.87,false
614,644eb5f4fc13ae246d8431ec,0,0,0.0,82,93.66,true
615,644eb5f4fc13ae246d8431ed,0,0,0.0,77,72.12,false
616,644eb5f4fc13ae246d8431ee,0,0,0.0,91,7.98,true
617,644eb5f4fc13ae246d8431ef,0,0,0.0,93,27.29,false
618,644eb5f4fc13ae246d8431f0,0,0,0.0,48,63.49,true
619,644eb5f4fc13ae246d8431f1,0,0,0.0,23,69.36,true
620,644eb5f4fc13ae246d8431f2,0,0,0.0,17,14.46,true
621,644eb5f4fc13ae246d8431f3,0,0,0.0,80,49.49,false
622,644eb5f4fc13ae246d8431f4,0,0,0.0,54,2.41,false
623,644eb5f4fc13ae246d8431f5,0,0,0.0,34,60.87,false
624,644eb5f4fc13ae246d8431f6,0,0,0.0,71,33.72,false
625,644eb5f4fc13ae246d8431f7,0,0,0.0,67,26.71,false
626,644eb5f4fc13ae246d8431f8,0,0,0.0,28,14.03,false
627,644eb5f4fc13ae246d8431f9,0,0,0.0,95,61.4,true
628,644eb5f4fc13ae246d8431fa,0,0,0.0,47,90.15,false
629,644eb5f4fc13ae246d8431fb,0,0,0.0,55,74.34,false
630,644eb5f4fc13ae246d8431fc,0,0,0.0,81,73.32,false
631,644eb5f4fc13ae246d8431fd,0,0,0.0,90,17.25,false
632,644eb5f4fc13ae246d8431fe,0,0,0.0,62,54.87,false
633,644eb5f4fc13ae246d8431ff,0,0,0.0,49,73.19,true
634,644eb5f4fc13ae246d843200,0,0,0.0,43,64.8,false
635,644eb5f4fc13ae246d843201,0,0,0.0,28,58.18,false
636,644eb5f4fc13ae246d843202,0,0,0.0,15,45.03,false
637,644eb5f4fc13ae246d843203,0,0,0.0,74,12.93,false
638,644eb5f4fc13ae246d843204,0,0,0.0,44,74.09,false
639,644eb5f4fc13ae246d843205,0,0,0.0,20,98.16,true
640,644eb5f4fc13ae246d843206,0,0,0.0,16,38.0,true
641,644eb5f4fc13ae246d843207,0,0,0.0,4,68.1,true
642,644eb5f4fc13ae246d843208,0,0,0.0,40,60.77,false
643,644eb5f4fc13ae246d843209,0,0,0.0,60,28.46,false
644,644eb5f4fc13ae246d84320a,0,0,0.0,6,17.65,true
645,644eb5f4fc13ae246d84320b,0,0,0.0,34,49.39,true
646,644eb5f4fc13ae246d84320c,0,0,0.0,48,96.87,true
647,644eb5f4fc13ae246d84320d,0,0,0.0,89,18.58,false
648,644eb5f4fc13ae246d84320e,0,0,0.0,48,52.68,false
649,644eb5f4fc13ae246d84320f,0,0,0.0,30,56.49,false
650,644eb5f4fc13ae246d843210,0,0,0.0,67,50.75,true
651,644eb5f4fc13ae246d843211,0,0,0.0,60,72.88,true
652,644eb5f4fc13ae246d843212,0,0,0.0,0,2.01,true
653,644eb5f4fc13ae246d843213,0,0,0.0,91,44.97,true
654,644eb5f4fc13ae246d843214,0,0,0.0,90,92.88,true
655,644eb5f4fc13ae246d843215,0,0,0.0,16,87.41,true
656,644eb5f4fc13ae246d843216,0,0,0.0,2,86.96,false
657,644eb5f4fc13ae246d843217,0,0,0.0,78,85.83,true
658,644eb5f4fc13ae246d843218,0,0,0.0,54,27.36,true
659,644eb5f4fc13ae246d843219,0,0,0.0,85,63.52,true
660,644eb5f4fc13ae246d84321a,0,0,0.0,0,67.17,true
661,644eb5f4fc13ae246d84321b,0,0,0.0,81,53.83,true
662,644eb5f4fc13ae246d84321c,0,0,0.0,12,45.42,false
663,644eb5f4fc13ae246d84321d,0,0,0.0,58,68.48,true
664,644eb5f4fc13ae246d84321e,0,0,0.0,53,55.46,false
665,644eb5f4fc13ae246d84321f,0,0,0.0,31,40.13,true
666,644eb5f4fc13ae246d843220,0,0,0.0,97,7.46,false
667,644eb5f4fc13ae246d843221,0,0,0.0,98,26.35,true
668,644eb5f4fc13ae246d843222,0,0,0.0,64,72.1,false
669,644eb5f4fc13ae246d843223,0,0,0.0,15,24.16,true
670,644eb5f4fc13ae246d843224,0,0,0.0,14,34.07,true
671,644eb5f4fc13ae246d843225,0,0,0.0,19,62.9,true
672,644eb5f4fc13ae246d843226,0,0,0.0,57,68.48,false
673,644eb5f4fc13ae246d843227,0,0,0.0,27,77.52,false
674,644eb5f4fc13ae246d843228,0,0,0.0,87,81.71,false
675,644eb5f4fc13ae246d843229,0,0,0.0,89,22.44,true
676,644eb5f4fc13ae246d84322a,0,0,0.0,53,95.36,false
677,644eb5f4fc13ae246d84322b,0,0,0.0,57,33.35,false
678,644eb5f4fc13ae246d84322c,0,0,0.0,93,60.64,false
679,644eb5f4fc13ae246d84322d,0,0,0.0,72,17.77,true
680,644eb5f4fc13ae246d84322e,0,0,0.0,0,91.81,false
681,644eb5f4fc13ae246d84322f,0,0,0.0,55,87.37,false
682,644eb5f4fc13ae246d843230,0,0,0.0,0,24.04,true
683,644eb5f4fc13ae246d843231,0,0,0.0,30,57.37,true
684,644eb5f4fc13ae246d843232,0,0,0.0,23,6.54,false
685,644eb5f4fc13ae246d843233,0,0,0.0,86,10.79,true
686,644eb5f4fc13ae246d843234,0,0,0.0,78,31.48,true
687,644eb5f4fc13ae246d843235,0,0,0.0,34,27.31,false
688,644eb5f4fc13ae246d843236,0,0,0.0,12,44.4,false
689,644eb5f4fc13ae246d843237,0,0,0.0,4,9.67,false
690,644eb5f4fc13ae246d843238,0,0,0.0,39,4.34,true
691,644eb5f4fc13ae246d843239,0,0,0.0,47,28.13,true
692,644eb5f4fc13ae246d84323a,0,0,0.0,53,89.84,false
693,644eb5f4fc13ae246d84323b,0,0,0.0,20,6.69,false
694,644eb5f4fc13ae246d84323c,0,0,0.0,46,66.73,false
695,644eb5f4fc13ae246d84323d,0,0,0.0,76,76.5,true
696,644eb5f4fc13ae246d84323e,0,0,0.0,79,1.1,false
697,644eb5f4fc13ae246d84323f,0,0,0.0,40,19.66,true
698,644eb5f4fc13ae246d843240,0,0,0.0,30,78.0,false
699,644eb5f4fc13ae246d843241,0,0,0.0,93,81.03,false
700,644eb5f4fc13ae246d843242,0,0,0.0,70,48.52,true
701,644eb5f4fc13ae246d843243,0,0,0.0,100,59.46,false
702,644eb5f4fc13ae246d843244,0,0,0.0,50,22.82,true
703,644eb5f4fc13ae246d843245,0,0,0.0,5,81.08,true
704,644eb5f4fc13ae246d843246,0,0,0.0,61,24.07,true
705,644eb5f4fc13ae246d843247,0,0,0.0,17,24.65,false
706,644eb5f4fc13ae246d843248,0,0,0.0,77,49.54,false
707,644eb5f4fc13ae246d843249,0,0,0.0,69,60.59,false
708,644eb5f4fc13ae246d84324a,0,0,0.0,6,8.8,true
709,644eb5f4fc13ae246d84324b,0,0,0.0,57,21.48,false
710,644eb5f4fc13ae246d84324c,0,0,0.0,12,89.33,false
711,644eb5f4fc13ae246d84324d,0,0,0.0,72,89.43,true
712,644eb5f4fc13ae246d84324e,0,0,0.0,37,30.52,true
713,644eb5f4fc13ae246d84324f,0,0,0.0,82,89.12,false
714,644eb5f4fc13ae246d843250,0,0,0.0,68,76.81,false
715,644eb5f4fc13ae246d843251,0,0,0.0,55,79.23,false
716,644eb5f4fc13ae246d843252,0,0,0.0,86,90.49,true
717,644eb5f4fc13ae246d843253,0,0,0.0,39,83.21,true
718,644eb5f4fc13ae246d843254,0,0,0.0,44,3.85,false
719,644eb5f4fc13ae246d843255,0,0,0.0,89,18.83,true
720,644eb5f4fc13ae246d843256,0,0,0.0,95,45.03,false
721,644eb5f4fc13ae246d843257,0,0,0.0,17,94.28,false
722,644eb5f4fc13ae246d843258,0,0,0.0,89,6.21,true
723,644eb5f4fc13ae246d843259,0,0,0.0,71,55.58,false
724,644eb5f4fc13ae246d84325a,0,0,0.0,3,24.25,true
725,644eb5f4fc13ae246d84325b,0,0,0.0,9,28.34,true
726,644eb5f4fc13ae246d84325c,0,0,0.0,64,60.97,false
727,644eb5f4fc13ae246d84325d,0,0,0.0,39,62.63,true
728,644eb5f4fc13ae246d84325e,0,0,0.0,36,76.96,true
729,644eb5f4fc13ae246d84325f,0,0,0.0,79,69.34,false
730,644eb5f4fc13ae246d843260,0,0,0.0,27,38.79,false
731,644eb5f4fc13ae246d843261,0,0,0.0,11,61.19,false
732,644eb5f4fc13ae246d843262,0,0,0.0,80,26.3,true
733,644eb5f4fc13ae246d843263,0,0,0.0,23,35.09,false
734,644eb5f4fc13ae246d843264,0,0,0.0,45,23.62,false
735,644eb5f4fc13ae246d843265,0,0,0.0,58,82.68,true
736,644eb5f4fc13ae246d843266,0,0,0.0,46,10.7,false
737,644eb5f4fc13ae246d843267,0,0,0.0,9,73.8,false
738,644eb5f4fc13ae246d843268,0,0,0.0,44,89.58,true
739,644eb5f4fc13ae246d843269,0,0,0.0,69,16.77,false
740,644eb5f4fc13ae246d84326a,0,0,0.0,53,47.26,false
741,644eb5f4fc13ae246d84326b,0,0,0.0,49,64.62,true
742,644eb5f4fc13ae246d84326c,0,0,0.0,13,82.89,false
743,644eb5f4fc13ae246d84326d,0,0,0.0,40,86.26,false
744,644eb5f4fc13ae246d84326e,0,0,0.0,63,8.54,false
745,644eb5f4fc13ae246d84326f,0,0,0.0,6,23.64,true
746,644eb5f4fc13ae246d843270,0,0,0.0,60,7.61,false
747,644eb5f4fc13ae246d843271,0,0,0.0,25,1.04,false
748,644eb5f4fc13ae246d843272,0,0,0.0,21,64.28,true
749,644eb5f4fc13ae246d843273,0,0,0.0,22,60.84,true
750,644eb5f4fc13ae246d843274,0,0,0.0,85,31.06,true
751,644eb5f4fc13ae246d843275,0,0,0.0,91,15.49,true
752,644eb5f4fc13ae246d843276,0,0,0.0,12,44.71,true
753,644eb5f4fc13ae246d843277,0,0,0.0,75,44.37,false
754,644eb5f4fc13ae246d843278,0,0,0.0,88,75.19,false
755,644eb5f4fc13ae246d843279,0,0,0.0,80,93.15,true
756,644eb5f4fc13ae246d84327a,0,0,0.0,43,41.21,true
757,644eb5f4fc13ae246d84327b,0,0,0.0,69,70.63,false
758,644eb5f4fc13ae246d84327c,0,0,0.0,55,30.58,false
759,644eb5f4fc13ae246d84327d,0,0,0.0,23,6.65,false
760,644eb5f4fc13ae246d84327e,0,0,0.0,91,8.55,true
761,644eb5f4fc13ae246d84327f,0,0,0.0,83,38.79,true
762,644eb5f4fc13ae246d843280,0,0,0.0,2,1.01,true
763,644eb5f4fc13ae246d843281,0,0,0.0,11,78.08,false
764,644eb5f4fc13ae246d843282,0,0,0.0,9,64.65,false
765,644eb5f4fc13ae246d843283,0,0,0.0,99,35.86,false
766,644eb5f4fc13ae246d843284,0,0,0.0,90,74.33,true
767,644eb5f4fc13ae246d843285,0,0,0.0,92,12.83,true
768,644eb5f4fc13ae246d843286,0,0,0.0,7,93.85,true
769,644eb5f4fc13ae246d843287,0,0,0.0,5,13.99,false
770,644eb5f4fc13ae246d843288,0,0,0.0,23,14.88,true
771,644eb5f4fc13ae246d843289,0,0,0.0,24,34.42,true
772,644eb5f4fc13ae246d84328a,0,0,0.0,27,24.18,false
773,644eb5f4fc13ae246d84328b,0,0,0.0,74,65.66,false
774,644eb5f4fc13ae246d84328c,0,0,0.0,74,41.66,true
775,644eb5f4fc13ae246d84328d,0,0,0.0,92,22.83,false
776,644eb5f4fc13ae246d84328e,0,0,0.0,10,33.7,true
777,644eb5f4fc13ae246d84328f,0,0,0.0,16,56.21,true
778,644eb5f4fc13ae246d843290,0,0,0.0,49,5.76,true
779,644eb5f4fc13ae246d843291,0,0,0.0,72,12.51,true
780,644eb5f4fc13ae246d843292,0,0,0.0,69,90.05,true
781,644eb5f4fc13ae246d843293,0,0,0.0,72,66.51,true
782,644eb5f4fc13ae246d843294,0,0,0.0,48,59.96,false
783,644eb5f4fc13ae246d843295,0,0,0.0,47,83.5,false
784,644eb5f4fc13ae246d843296,0,0,0.0,87,41.9,false
785,644eb5f4fc13ae246d843297,0,0,0.0,83,31.52,false
786,644eb5f4fc13ae246d843298,0,0,0.0,76,27.0,false
787,644eb5f4fc13ae246d843299,0,0,0.0,72,96.79,true
788,644eb5f4fc13ae246d84329a,0,0,0.0,66,85.79,false
789,644eb5f4fc13ae246d84329b,0,0,0.0,15,78.47,false
790,644eb5f4fc13ae246d84329c,0,0,0.0,41,77.34,false
791,644eb5f4fc13ae246d84329d,0,0,0.0,55,14.28,false
792,644eb5f4fc13ae246d84329e,0,0,0.0,1,96.6,false
793,644eb5f4fc13ae246d84329f,0,0,0.0,14,63.84,true
794,644eb5f4fc13ae246d8432a0,0,0,0.0,6,26.84,false
795,644eb5f4fc13ae246d8432a1,0,0,0.0,48,75.45,true
